kind,experiment_key,model_key,condition,train_dataset,seed,rank,lora_alpha,benchmark,accuracy,n_eval,detail_path,metric_name,elapsed_hours,estimated_cu,adapter_dir,trainable_params,pct_trainable,base_accuracy,delta_vs_base,full_condition_accuracy,delta_vs_full,efficiency_ratio
train_eval,train__falcon_h1_0_5b_base__ssm_plus_mlp__ultrachat__seed3407,falcon_h1_0_5b_base,ssm_plus_mlp,ultrachat,3407,16.0,32.0,arc_challenge,0.7391304347826086,299,/workspace/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_plus_mlp__ultrachat__seed3407__inline_eval__arc_challenge.jsonl,accuracy,2.6086066296365527,,/workspace/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_plus_mlp__ultrachat__seed3407/final_adapter,7828992.0,1.4792892789438237,0.7424749163879598,-0.0033444816053511683,0.7290969899665551,0.010033444816053505,
train_eval,train__falcon_h1_0_5b_base__ssm_plus_mlp__ultrachat__seed3407,falcon_h1_0_5b_base,ssm_plus_mlp,ultrachat,3407,16.0,32.0,hellaswag,0.30078125,512,/workspace/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_plus_mlp__ultrachat__seed3407__inline_eval__hellaswag.jsonl,accuracy,2.6086066296365527,,/workspace/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_plus_mlp__ultrachat__seed3407/final_adapter,7828992.0,1.4792892789438237,0.330078125,-0.029296875,0.287109375,0.013671875,
train_eval,train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407,qwen3_5_0_8b_base,all_layers,codealpaca,3407,16.0,32.0,mmlu,0.486328125,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407__inline_eval__mmlu.jsonl,accuracy,0.698891985880004,1.1881163759960067,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407/final_adapter,10822656.0,1.418033759474124,0.482421875,0.00390625,0.486328125,0.0,0.003287767157257943
train_eval,train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407,qwen3_5_0_8b_base,all_layers,codealpaca,3407,16.0,32.0,gsm8k,0.078125,256,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407__inline_eval__gsm8k.jsonl,accuracy,0.698891985880004,1.1881163759960067,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407/final_adapter,10822656.0,1.418033759474124,0.296875,-0.21875,0.078125,0.0,-0.1841149608064448
train_eval,train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407,qwen3_5_0_8b_base,all_layers,codealpaca,3407,16.0,32.0,arc_challenge,0.7224080267558528,299,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407__inline_eval__arc_challenge.jsonl,accuracy,0.698891985880004,1.1881163759960067,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407/final_adapter,10822656.0,1.418033759474124,0.7324414715719063,-0.010033444816053505,0.7224080267558528,0.0,-0.008444833367137453
train_eval,train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407,qwen3_5_0_8b_base,all_layers,codealpaca,3407,16.0,32.0,hellaswag,0.43359375,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407__inline_eval__hellaswag.jsonl,accuracy,0.698891985880004,1.1881163759960067,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407/final_adapter,10822656.0,1.418033759474124,0.416015625,0.017578125,0.43359375,0.0,0.014794952207660743
train_eval,train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407,qwen3_5_0_8b_base,all_layers,codealpaca,3407,16.0,32.0,humaneval,,164,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407__inline_eval__humaneval.jsonl,pass@1_unavailable,0.698891985880004,1.1881163759960067,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407/final_adapter,10822656.0,1.418033759474124,,,,,
train_eval,train__qwen3_5_0_8b_base__all_layers__gsm8k_train__seed3407,qwen3_5_0_8b_base,all_layers,gsm8k_train,3407,16.0,32.0,mmlu,0.47265625,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__all_layers__gsm8k_train__seed3407__inline_eval__mmlu.jsonl,accuracy,0.8030812743637297,1.3652381664183404,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__all_layers__gsm8k_train__seed3407/final_adapter,10822656.0,1.418033759474124,0.482421875,-0.009765625,0.47265625,0.0,-0.007153055957716016
train_eval,train__qwen3_5_0_8b_base__all_layers__gsm8k_train__seed3407,qwen3_5_0_8b_base,all_layers,gsm8k_train,3407,16.0,32.0,gsm8k,0.375,128,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__all_layers__gsm8k_train__seed3407__inline_eval__gsm8k.jsonl,accuracy,0.8030812743637297,1.3652381664183404,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__all_layers__gsm8k_train__seed3407/final_adapter,10822656.0,1.418033759474124,0.296875,0.078125,0.375,0.0,0.05722444766172813
train_eval,train__qwen3_5_0_8b_base__all_layers__gsm8k_train__seed3407,qwen3_5_0_8b_base,all_layers,gsm8k_train,3407,16.0,32.0,arc_challenge,0.745819397993311,299,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__all_layers__gsm8k_train__seed3407__inline_eval__arc_challenge.jsonl,accuracy,0.8030812743637297,1.3652381664183404,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__all_layers__gsm8k_train__seed3407/final_adapter,10822656.0,1.418033759474124,0.7324414715719063,0.013377926421404673,0.745819397993311,0.0,0.009798968964148757
train_eval,train__qwen3_5_0_8b_base__all_layers__gsm8k_train__seed3407,qwen3_5_0_8b_base,all_layers,gsm8k_train,3407,16.0,32.0,hellaswag,0.43359375,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__all_layers__gsm8k_train__seed3407__inline_eval__hellaswag.jsonl,accuracy,0.8030812743637297,1.3652381664183404,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__all_layers__gsm8k_train__seed3407/final_adapter,10822656.0,1.418033759474124,0.416015625,0.017578125,0.43359375,0.0,0.012875500723888829
train_eval,train__qwen3_5_0_8b_base__all_layers__ultrachat__seed3407,qwen3_5_0_8b_base,all_layers,ultrachat,3407,16.0,32.0,mmlu,0.486328125,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__all_layers__ultrachat__seed3407__inline_eval__mmlu.jsonl,accuracy,1.5303718569543627,2.6016321568224168,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__all_layers__ultrachat__seed3407/final_adapter,10822656.0,1.418033759474124,0.482421875,0.00390625,0.486328125,0.0,0.0015014612998830005
train_eval,train__qwen3_5_0_8b_base__all_layers__ultrachat__seed3407,qwen3_5_0_8b_base,all_layers,ultrachat,3407,16.0,32.0,gsm8k,0.140625,256,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__all_layers__ultrachat__seed3407__inline_eval__gsm8k.jsonl,accuracy,1.5303718569543627,2.6016321568224168,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__all_layers__ultrachat__seed3407/final_adapter,10822656.0,1.418033759474124,0.296875,-0.15625,0.140625,0.0,-0.06005845199532002
train_eval,train__qwen3_5_0_8b_base__all_layers__ultrachat__seed3407,qwen3_5_0_8b_base,all_layers,ultrachat,3407,16.0,32.0,arc_challenge,0.7324414715719063,299,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__all_layers__ultrachat__seed3407__inline_eval__arc_challenge.jsonl,accuracy,1.5303718569543627,2.6016321568224168,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__all_layers__ultrachat__seed3407/final_adapter,10822656.0,1.418033759474124,0.7324414715719063,0.0,0.7324414715719063,0.0,0.0
train_eval,train__qwen3_5_0_8b_base__all_layers__ultrachat__seed3407,qwen3_5_0_8b_base,all_layers,ultrachat,3407,16.0,32.0,hellaswag,0.373046875,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__all_layers__ultrachat__seed3407__inline_eval__hellaswag.jsonl,accuracy,1.5303718569543627,2.6016321568224168,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__all_layers__ultrachat__seed3407/final_adapter,10822656.0,1.418033759474124,0.416015625,-0.04296875,0.373046875,0.0,-0.016516074298713004
train_eval,train__qwen3_5_0_8b_base__gdn_only__codealpaca__seed3407,qwen3_5_0_8b_base,gdn_only,codealpaca,3407,16.0,32.0,mmlu,0.478515625,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__codealpaca__seed3407__inline_eval__mmlu.jsonl,accuracy,0.688422390487459,1.1703180638286803,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_only__codealpaca__seed3407/final_adapter,4432896.0,0.5857220112123009,0.482421875,-0.00390625,0.486328125,-0.0078125,-0.003337767843402121
train_eval,train__qwen3_5_0_8b_base__gdn_only__codealpaca__seed3407,qwen3_5_0_8b_base,gdn_only,codealpaca,3407,16.0,32.0,gsm8k,0.1015625,256,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__codealpaca__seed3407__inline_eval__gsm8k.jsonl,accuracy,0.688422390487459,1.1703180638286803,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_only__codealpaca__seed3407/final_adapter,4432896.0,0.5857220112123009,0.296875,-0.1953125,0.078125,0.0234375,-0.16688839217010604
train_eval,train__qwen3_5_0_8b_base__gdn_only__codealpaca__seed3407,qwen3_5_0_8b_base,gdn_only,codealpaca,3407,16.0,32.0,arc_challenge,0.7357859531772575,299,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__codealpaca__seed3407__inline_eval__arc_challenge.jsonl,accuracy,0.688422390487459,1.1703180638286803,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_only__codealpaca__seed3407/final_adapter,4432896.0,0.5857220112123009,0.7324414715719063,0.0033444816053511683,0.7224080267558528,0.013377926421404673,0.002857754407728904
train_eval,train__qwen3_5_0_8b_base__gdn_only__codealpaca__seed3407,qwen3_5_0_8b_base,gdn_only,codealpaca,3407,16.0,32.0,hellaswag,0.396484375,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__codealpaca__seed3407__inline_eval__hellaswag.jsonl,accuracy,0.688422390487459,1.1703180638286803,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_only__codealpaca__seed3407/final_adapter,4432896.0,0.5857220112123009,0.416015625,-0.01953125,0.43359375,-0.037109375,-0.016688839217010604
train_eval,train__qwen3_5_0_8b_base__gdn_only__codealpaca__seed3407,qwen3_5_0_8b_base,gdn_only,codealpaca,3407,16.0,32.0,humaneval,0.006097560975609756,164,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__codealpaca__seed3407__inline_eval__humaneval.jsonl,pass@1,0.688422390487459,1.1703180638286803,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_only__codealpaca__seed3407/final_adapter,4432896.0,0.5857220112123009,,,,,
train_eval,train__qwen3_5_0_8b_base__gdn_only__gsm8k_train__seed3407,qwen3_5_0_8b_base,gdn_only,gsm8k_train,3407,16.0,32.0,mmlu,0.48828125,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__gsm8k_train__seed3407__inline_eval__mmlu.jsonl,accuracy,0.7712548506922192,1.3111332461767726,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_only__gsm8k_train__seed3407/final_adapter,4432896.0,0.5857220112123009,0.482421875,0.005859375,0.47265625,0.015625,0.00446893938284745
train_eval,train__qwen3_5_0_8b_base__gdn_only__gsm8k_train__seed3407,qwen3_5_0_8b_base,gdn_only,gsm8k_train,3407,16.0,32.0,gsm8k,0.1484375,128,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__gsm8k_train__seed3407__inline_eval__gsm8k.jsonl,accuracy,0.7712548506922192,1.3111332461767726,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_only__gsm8k_train__seed3407/final_adapter,4432896.0,0.5857220112123009,0.296875,-0.1484375,0.375,-0.2265625,-0.1132131310321354
train_eval,train__qwen3_5_0_8b_base__gdn_only__gsm8k_train__seed3407,qwen3_5_0_8b_base,gdn_only,gsm8k_train,3407,16.0,32.0,arc_challenge,0.7324414715719063,299,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__gsm8k_train__seed3407__inline_eval__arc_challenge.jsonl,accuracy,0.7712548506922192,1.3111332461767726,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_only__gsm8k_train__seed3407/final_adapter,4432896.0,0.5857220112123009,0.7324414715719063,0.0,0.745819397993311,-0.013377926421404673,0.0
train_eval,train__qwen3_5_0_8b_base__gdn_only__gsm8k_train__seed3407,qwen3_5_0_8b_base,gdn_only,gsm8k_train,3407,16.0,32.0,hellaswag,0.451171875,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__gsm8k_train__seed3407__inline_eval__hellaswag.jsonl,accuracy,0.7712548506922192,1.3111332461767726,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_only__gsm8k_train__seed3407/final_adapter,4432896.0,0.5857220112123009,0.416015625,0.03515625,0.43359375,0.017578125,0.0268136362970847
train_eval,train__qwen3_5_0_8b_base__gdn_only__ultrachat__seed3407,qwen3_5_0_8b_base,gdn_only,ultrachat,3407,16.0,32.0,mmlu,0.48828125,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__ultrachat__seed3407__inline_eval__mmlu.jsonl,accuracy,1.424419398771392,2.4215129779113664,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_only__ultrachat__seed3407/final_adapter,4432896.0,0.5857220112123009,0.482421875,0.005859375,0.486328125,0.001953125,0.0024197165381512433
train_eval,train__qwen3_5_0_8b_base__gdn_only__ultrachat__seed3407,qwen3_5_0_8b_base,gdn_only,ultrachat,3407,16.0,32.0,gsm8k,0.2421875,256,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__ultrachat__seed3407__inline_eval__gsm8k.jsonl,accuracy,1.424419398771392,2.4215129779113664,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_only__ultrachat__seed3407/final_adapter,4432896.0,0.5857220112123009,0.296875,-0.0546875,0.140625,0.1015625,-0.022584021022744937
train_eval,train__qwen3_5_0_8b_base__gdn_only__ultrachat__seed3407,qwen3_5_0_8b_base,gdn_only,ultrachat,3407,16.0,32.0,arc_challenge,0.7324414715719063,299,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__ultrachat__seed3407__inline_eval__arc_challenge.jsonl,accuracy,1.424419398771392,2.4215129779113664,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_only__ultrachat__seed3407/final_adapter,4432896.0,0.5857220112123009,0.7324414715719063,0.0,0.7324414715719063,0.0,0.0
train_eval,train__qwen3_5_0_8b_base__gdn_only__ultrachat__seed3407,qwen3_5_0_8b_base,gdn_only,ultrachat,3407,16.0,32.0,hellaswag,0.3828125,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__ultrachat__seed3407__inline_eval__hellaswag.jsonl,accuracy,1.424419398771392,2.4215129779113664,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_only__ultrachat__seed3407/final_adapter,4432896.0,0.5857220112123009,0.416015625,-0.033203125,0.373046875,0.009765625,-0.013711727049523713
train_eval,train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407,qwen3_5_0_8b_base,gdn_plus_mlp,codealpaca,3407,16.0,32.0,mmlu,0.478515625,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407__inline_eval__mmlu.jsonl,accuracy,0.736834754149119,1.2526190820535024,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407/final_adapter,9741312.0,1.2781620693179214,0.482421875,-0.00390625,0.486328125,-0.0078125,-0.0031184659853626235
train_eval,train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407,qwen3_5_0_8b_base,gdn_plus_mlp,codealpaca,3407,16.0,32.0,gsm8k,0.2265625,256,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407__inline_eval__gsm8k.jsonl,accuracy,0.736834754149119,1.2526190820535024,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407/final_adapter,9741312.0,1.2781620693179214,0.296875,-0.0703125,0.078125,0.1484375,-0.05613238773652722
train_eval,train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407,qwen3_5_0_8b_base,gdn_plus_mlp,codealpaca,3407,16.0,32.0,arc_challenge,0.7224080267558528,299,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407__inline_eval__arc_challenge.jsonl,accuracy,0.736834754149119,1.2526190820535024,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407/final_adapter,9741312.0,1.2781620693179214,0.7324414715719063,-0.010033444816053505,0.7224080267558528,0.0,-0.008009972831968205
train_eval,train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407,qwen3_5_0_8b_base,gdn_plus_mlp,codealpaca,3407,16.0,32.0,hellaswag,0.42578125,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407__inline_eval__hellaswag.jsonl,accuracy,0.736834754149119,1.2526190820535024,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407/final_adapter,9741312.0,1.2781620693179214,0.416015625,0.009765625,0.43359375,-0.0078125,0.007796164963406558
train_eval,train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407,qwen3_5_0_8b_base,gdn_plus_mlp,codealpaca,3407,16.0,32.0,humaneval,0.0,164,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407__inline_eval__humaneval.jsonl,pass@1,0.736834754149119,1.2526190820535024,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407/final_adapter,9741312.0,1.2781620693179214,,,,,
train_eval,train__qwen3_5_0_8b_base__gdn_plus_mlp__gsm8k_train__seed3407,qwen3_5_0_8b_base,gdn_plus_mlp,gsm8k_train,3407,16.0,32.0,mmlu,0.501953125,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__gsm8k_train__seed3407__inline_eval__mmlu.jsonl,accuracy,0.8162625640630722,1.3876463589072228,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_plus_mlp__gsm8k_train__seed3407/final_adapter,9741312.0,1.2781620693179214,0.482421875,0.01953125,0.47265625,0.029296875,0.01407509188103296
train_eval,train__qwen3_5_0_8b_base__gdn_plus_mlp__gsm8k_train__seed3407,qwen3_5_0_8b_base,gdn_plus_mlp,gsm8k_train,3407,16.0,32.0,gsm8k,0.203125,128,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__gsm8k_train__seed3407__inline_eval__gsm8k.jsonl,accuracy,0.8162625640630722,1.3876463589072228,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_plus_mlp__gsm8k_train__seed3407/final_adapter,9741312.0,1.2781620693179214,0.296875,-0.09375,0.375,-0.171875,-0.06756044102895821
train_eval,train__qwen3_5_0_8b_base__gdn_plus_mlp__gsm8k_train__seed3407,qwen3_5_0_8b_base,gdn_plus_mlp,gsm8k_train,3407,16.0,32.0,arc_challenge,0.7123745819397993,299,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__gsm8k_train__seed3407__inline_eval__arc_challenge.jsonl,accuracy,0.8162625640630722,1.3876463589072228,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_plus_mlp__gsm8k_train__seed3407/final_adapter,9741312.0,1.2781620693179214,0.7324414715719063,-0.02006688963210701,0.745819397993311,-0.03344481605351168,-0.014461097745328838
train_eval,train__qwen3_5_0_8b_base__gdn_plus_mlp__gsm8k_train__seed3407,qwen3_5_0_8b_base,gdn_plus_mlp,gsm8k_train,3407,16.0,32.0,hellaswag,0.43359375,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__gsm8k_train__seed3407__inline_eval__hellaswag.jsonl,accuracy,0.8162625640630722,1.3876463589072228,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_plus_mlp__gsm8k_train__seed3407/final_adapter,9741312.0,1.2781620693179214,0.416015625,0.017578125,0.43359375,0.0,0.012667582692929663
train_eval,train__qwen3_5_0_8b_base__gdn_plus_mlp__ultrachat__seed3407,qwen3_5_0_8b_base,gdn_plus_mlp,ultrachat,3407,16.0,32.0,mmlu,0.486328125,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__ultrachat__seed3407__inline_eval__mmlu.jsonl,accuracy,1.4986990090211232,2.5477883153359095,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_plus_mlp__ultrachat__seed3407/final_adapter,9741312.0,1.2781620693179214,0.482421875,0.00390625,0.486328125,0.0,0.0015331925248605225
train_eval,train__qwen3_5_0_8b_base__gdn_plus_mlp__ultrachat__seed3407,qwen3_5_0_8b_base,gdn_plus_mlp,ultrachat,3407,16.0,32.0,gsm8k,0.1640625,256,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__ultrachat__seed3407__inline_eval__gsm8k.jsonl,accuracy,1.4986990090211232,2.5477883153359095,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_plus_mlp__ultrachat__seed3407/final_adapter,9741312.0,1.2781620693179214,0.296875,-0.1328125,0.140625,0.0234375,-0.052128545845257765
train_eval,train__qwen3_5_0_8b_base__gdn_plus_mlp__ultrachat__seed3407,qwen3_5_0_8b_base,gdn_plus_mlp,ultrachat,3407,16.0,32.0,arc_challenge,0.7424749163879598,299,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__ultrachat__seed3407__inline_eval__arc_challenge.jsonl,accuracy,1.4986990090211232,2.5477883153359095,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__gdn_plus_mlp__ultrachat__seed3407/final_adapter,9741312.0,1.2781620693179214,0.7324414715719063,0.010033444816053505,0.7324414715719063,0.010033444816053505,0.003938099863186891
